"monstertable.a","monstertable.company","monstertable.c","monstertable.location","monstertable.e","monstertable.f","monstertable.g","monstertable.h","monstertable.i","monstertable.j","monstertable.k","monstertable.u","monstertable.l","monstertable.m","monstertable.n","monstertable.t","monstertable.s","monstertable.r","monstertable.q","monstertable.p","monstertable.o"
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","5 - 8 years","Keywords / Skills","as a store keeper in a high rise , mall , hotel or a heavy building construction.","Education","Any graduate Function Purchase/ Logistics/ Supply Chain","Role","Store Keeper/ Warehouse Assistant Industry Construction","Posted On","11th Mar 2015","Job Ref code","KE/SK/1071/Oman","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","6 - 8 years","Keywords / Skills","worked as a camp boss in large scale of construction or oil & gas industry","Education","Any graduate Function � Construction � Manufacturing/ Engineering/ R&D","Role","Other Production/ Engineering/ R&D - camp boss Industry � Construction � Hotels/ Restaurant","Posted On","11th Mar 2015","Job Ref code","KE/CB/1071/Oman","",""
"","Name","Kartik Enterprises","Locations","Oman","Experience","6 - 8 years","Keywords / Skills","Welding Foreman in high rise , Mall or heavy building construction . Function Construction","Role","Mechanical Engineer Industry � Construction � Engineering, Procurement, Construction","Posted On","11th Mar 2015","Job Ref code","KE/WF/1071/Oman","","","","","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","8 - 12 years","Keywords / Skills","Electrical Foreman in high rise , Mall or heavy building construction . Function Construction","Role","Electrical Engineer Industry � Construction � Engineering, Procurement, Construction","Posted On","11th Mar 2015","Job Ref code","KE/EF/1071/Oman","","","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","8 - 12 years","Keywords / Skills","Plumbing Foreman in high rise , Mall or heavy building construction .","Education","Diploma Function Construction","Role","Plumbing engineer Industry Construction","Posted On","11th Mar 2015","Job Ref code","KE/PF/1071/Oman","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","5 - 7 years","Keywords / Skills","MEP Draughtsaman in high rise, mall and hotel construction industry. Function � Construction � Manufacturing/ Engineering/ R&D","Role","Draughtsman Industry Construction","Posted On","11th Mar 2015","Job Ref code","KE/Drafts/1071/Oman","","","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","7 - 9 years","Keywords / Skills","MEP material purchasing experience in high rise , mall , hotel construction industry","Education","Any graduate Function Purchase/ Logistics/ Supply Chain","Role","Purchase Officer/ Co-ordinator/ Executive Industry Construction","Posted On","11th Mar 2015","Job Ref code","KE/PUR/1071/Oman","",""
"","Name","Kartik Enterprises","Locations","Oman","Nationality","India","Experience","5 - 8 years","Keywords / Skills","worked as electrician in high rise , Mall or heavy building construction .","Education","Diploma Function Construction","Role","Electrical Engineer Industry Construction","Posted On","11th Mar 2015","Job Ref code","KE/ELE/1071/Oman","",""
"","Name","Kartik Enterprises","Locations","Kuwait","Nationality","India","Experience","3 - 8 years","Keywords / Skills","as a store Keeper in a construction of Jetty, oil & gas or a heavy industrial construction. Function Purchase/ Logistics/ Supply Chain","Role","Store Keeper/ Warehouse Assistant Industry Construction","Posted On","10th Mar 2015","Job Ref code","KE/1069/SK/Kuwait","","","",""
"","Name","Kartik Enterprises","Locations","Kuwait","Nationality","India","Experience","3 - 7 years","Keywords / Skills","electrician in a piling rig, crawler cranes, piling plant and equipment mandatory Function Construction","Role","Electrical Engineer Industry Construction","Posted On","10th Mar 2015","Job Ref code","KE/1069/Ele/Kuwait","","","",""
"","Name","Kartik Enterprises","Locations","Kuwait","Nationality","India","Experience","3 - 8 years","Keywords / Skills","Land Surveyor in oil and gas construction industry","Education","B.E/B.Tech Stream Civil Function � Construction � Oil & Gas","Role","Surveyor Industry � Construction � Oil/ Gas/ Petroleum","Posted On","10th Mar 2015","Job Ref code","KE/1069/LS/Kuwait","",""
"","Name","Kartik Enterprises","Locations","Kuwait","Nationality","India","Experience","3 - 8 years","Keywords / Skills","in crawler crane, cage installation, concreting with tremie pipe, fixing steel casing with vibro hammer mandatory. Function Construction","Role","Other Construction - Crane operators Industry Construction","Posted On","10th Mar 2015","Job Ref code","KE/1069/CO/Kuwait","","","",""
"","Name","Karvy Stock Broking Limited","Locations","Hyderabad / Secunderabad","Experience","3 - 8 years","Keywords / Skills","dot net, C# and ASP.NET","Education","Any graduate Function IT","Role","Software Engineer/ Programmer Industry Banking/ Financial Services","Posted On","22nd Apr 2015","","","","","",""
"","Name","Karvy Stock Broking Limited","Locations","Hyderabad / Secunderabad","Experience","3 - 8 years","Keywords / Skills","sharepoint, sharepoint developer","Education","Any graduate Function IT","Role","Software Engineer/ Programmer Industry ITES/BPO Salary 3.00 - 6.50 lacs","Posted On","14th Apr 2015","","","","","",""
"","Name","Karvy Stock Broking Limited","Locations","Hyderabad / Secunderabad","Experience","3 - 6 years","Keywords / Skills","sharepoint, sharepoint developer","Education","Any graduate Function IT","Role","Software Engineer/ Programmer Industry ITES/BPO","Posted On","10th Apr 2015","","","","","",""
"","Name","Keep Calling","Locations","Mumbai","Experience","2 - 12 years","Keywords / Skills","""recruitment"", ""Head Hr"", ""recruitment head"", screening, short listing Function Human Resources","Role","� Recruitment - Head/ Mgr � VP/ GM - HR � Other Human Resource - Head � HR Industry Any","Posted On","30th Mar 2015","","","","","","","",""
"","Name","Keep Calling","Locations","Mumbai","Experience","7 - 15 years","Keywords / Skills","""Chief Finance Officer"", ""CFO"", ""finance head"", "" Function Finance & Accounts","Role","VP Finance/ CFO Industry Any","Posted On","30th Mar 2015","","","","","","","",""
"","Name","Keep Calling","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills","""Chief Operations Officer"", ""COO"", ""IT operations"", ""E-commerce"", ""It head"" Function IT","Role","� Chief Information Officer � VP - Operations/ COO Industry IT/ Computers - Software","Posted On","30th Mar 2015","","","","","","","",""
"","Name","Keep Calling","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills","""Chief IT Officer"", ""IT Officer"", ""web development"", ""E-commerce head"", ""technology head"" CTO Function IT","Role","� Chief Information Officer � Other Software/Hardware/EDP - Chief IT Officer Industry IT/ Computers - Software","Posted On","30th Mar 2015","","","","","","","",""
"","Name","Keep Calling","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills","""Chief Marketing Officer"", ""marketing"", ""sales"", ""business development"" Function � Marketing & Communications � Sales/ Business Development","Role","� Market Research - Manager � Marketing Manager � Other Sales - Chief Marketing Officer Industry Dotcom","Posted On","30th Mar 2015","","","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","10 - 15 years","Keywords / Skills","""Pre-Sales"", ""Pre Sales"", Presales, ""Direct Sales"", ""Export Sales"", Sales, selling, ""Direct Marketing"", ""Field Sales"", ""Business Development Manager"", ""Sales Manager"", Market,","Education","B.E/B.Tech, Diploma Stream � Mechanical � Production/Industrial Function Sales/ Business Development","Role","Business Development Manager Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","17th Apr 2015","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","2 - 3 years","Keywords / Skills","MANUFACTURING, PRODUCTION, ""SHOP FLOOR"", ""PEOPLE MANAGEMENT"", ""CARBIDE TOOL"", ""POWDER COMPACTION METALLURGY"", ""DIES & WEAR PARTS"", SAP, ""CONTINUOUS IMPROVEMENT"", ""TOOL ROOM"", ""SINTERED PARTS"", SINTERING","Education","B.E/B.Tech Stream � Mechanical � Production/Industrial Function Manufacturing/ Engineering/ R&D","Role","Production Manager/ Engineer Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","16th Apr 2015","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","4 - 12 years","Keywords / Skills","SPM, ""SPECIAL PURPOSE MACHINE"", ""APPLICATION ENGINEERING"", APPLICATION, ASSEMBLY, ""MACHINE TOOL"", ""TURNING CENTRE"", ""FIXTURE ASSEMBLY""","Education","B.E/B.Tech Stream � Mechanical � Production/Industrial Function Manufacturing/ Engineering/ R&D","Role","Production Manager/ Engineer Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","16th Apr 2015","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","4 - 12 years","Keywords / Skills","SPM, ""SPECIAL PURPOSE MACHINE"", ""APPLICATION ENGINEERING"", APPLICATION, ASSEMBLY, ""MACHINE TOOL"", VTL, ""VERTICAL TURNING LATHE"", ""TURNING CENTRE""","Education","B.E/B.Tech Stream � Mechanical � Production/Industrial Function Manufacturing/ Engineering/ R&D","Role","Production Manager/ Engineer Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","16th Apr 2015","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","2 - 6 years","Keywords / Skills","SPM, ""SPECIAL PURPOSE MACHINE"", APPLICATION, MACHINING, ""MACHINE TOOL"", ""SALES ENGINEERING"", ""PRE-SALES"", ""METAL CUTTING"", HMC, VMC, MARKETING, FIXTURE, ""TECHNO-COMMERCIAL""","Education","B.E/B.Tech, Diploma Stream Mechanical Function Sales/ Business Development","Role","� Sales Exec/ Sales Representative � Business Development Executive � Presales Consultant � Sales Engineer Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","16th Apr 2015","","","","","",""
"","Name","Kennametal India Limited","Locations","Bengaluru / Bangalore","Experience","8 - 15 years","Keywords / Skills","SPM, ""SPECIAL PURPOSE MACHINE"", APPLICATION, MACHINING, ""MACHINE TOOL"", ""SALES ENGINEERING"", ""PRE-SALES"", ""METAL CUTTING"", HMC, VMC, MARKETING, FIXTURE, ""TECHNO-COMMERCIAL""","Education","B.E/B.Tech Stream � Mechanical � Production/Industrial Function Sales/ Business Development","Role","� Business Development Manager � Presales Consultant Industry � Automotive/ Ancillaries � Machinery/ Equipment Mfg.","Posted On","16th Apr 2015","","","","","",""
"","Name","Keste Software Private Limited","Locations","Hyderabad / Secunderabad","Experience","3 - 5 years","Keywords / Skills","CPQ, ""BigMachines CPQ"", ""BigMachines Implementation"", BMI, ""Oracle CPQ Cloud"", Pricing, Commerce, ""Doc Engine"", BigMachines Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","25th Mar 2015","","","","","","","",""
"","Name","Keste Software Private Limited","Locations","Hyderabad / Secunderabad","Experience","3 - 5 years","Keywords / Skills","Solaris, ""System Administrator"", ""Sun Solaris"", ""system administration"", ""Solaris 10"", SPARC, Function IT","Role","System Administrator Industry IT/ Computers - Software","Posted On","10th Mar 2015","","","","","","","",""
"","Name","Kewal Kiran Clothing Limited","Locations","Chennai","Experience","2 - 6 years","Keywords / Skills","""ASM"", ""Sales Manager"", ""Area Sales Manager"", ""Sales Executive"";Sales Manager Function Sales/ Business Development","Role","� Sales Exec/ Sales Representative � Channel Sales Manager � Business Development Manager � Area/ Territory Sales Manager Industry Textiles / Yarn / Fabrics / Garments","Posted On","5th May 2015","","","","","","","",""
"","Name","Kewal Kiran Clothing Limited","Locations","Guwahati","Experience","1 - 2 years","Keywords / Skills","""ASM"", ""Sales Manager"", ""Area Sales Manager"", ""bussiness development"", NCS, ""Key Accounts""","Education","Any graduate Function Sales/ Business Development","Role","Sales Exec/ Sales Representative Industry Textiles / Yarn / Fabrics / Garments","Posted On","16th Mar 2015","","","","","",""
"","Name","Kewal Kiran Clothing Limited","Locations","Bengaluru / Bangalore, Belgaum","Experience","1 - 5 years","Keywords / Skills","""ASM"", ""Sales Manager"", ""Area Sales Manager"", ""Sales Executive"";Sales Manager","Education","Any graduate Function Sales/ Business Development","Role","� Sales Exec/ Sales Representative � Area/ Territory Sales Manager Industry Textiles / Yarn / Fabrics / Garments","Posted On","16th Mar 2015","Job Ref code","Feb'14","","","",""
"","Name","Kewal Kiran Clothing Limited","Locations","Mumbai","Experience","1 - 4 years","Keywords / Skills","E-commerce, Sr. Executive, Executive, Online sale","Education","Any graduate Function � Marketing & Communications � Sales/ Business Development","Role","� Marketing Executive � Merchandiser � Other Sales - Digital Marketing Industry � Retailing � Textiles / Yarn / Fabrics / Garments","Posted On","9th Mar 2015","Job Ref code","17th June NCS","","","",""
"","Name","Kewal Kiran Clothing Limited","Locations","Ahmedabad","Experience","2 - 8 years","Keywords / Skills","""ASM"", ""Sales Manager"", ""Area Sales Manager"", ""bussiness development"", NCS, ""Key Accounts""","Education","Any graduate Function Sales/ Business Development","Role","� Channel Sales Manager � Business Development Manager � Regional Sales Manager � Area/ Territory Sales Manager Industry Textiles / Yarn / Fabrics / Garments","Posted On","9th Mar 2015","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai","Nationality","India","Experience","0 - 0 years","Keywords / Skills","BMS, MBA, Freshers, Business Development, Sales, Software, Hardware, IT Sales","Education","Any graduate Function Sales/ Business Development","Role","� Fresher � Sales Trainee/ Management Trainee � Sales Exec/ Sales Representative Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","5th May 2015","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","0 - 3 years","Keywords / Skills","sales Function Sales/ Business Development","Role","� Sales Trainee/ Management Trainee � Sales Exec/ Sales Representative � Business Development Manager � Business Development Executive Industry � IT/ Computers - Hardware � IT/ Computers - Software Salary 1.50 - 3.00 lacs","Posted On","18th Apr 2015","","","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","0 - 1 years","Keywords / Skills","project, coordination, excel, advance excel,","Education","Any graduate Function IT","Role","Project Leader/ Project Manager Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","8th Apr 2015","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","1 - 3 years","Keywords / Skills","Sales, BD, Business Development, Cold calling, IT sales, Lead Generation, Software Sales","Education","Any graduate Function Sales/ Business Development","Role","� Sales Exec/ Sales Representative � Business Development Executive Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","2nd Apr 2015","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","0 - 2 years","Keywords / Skills","receptionist, front office, communication","Education","Any graduate Function Admin/Secretarial","Role","Receptionist/ Front Desk Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","1st Apr 2015","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","1 - 5 years","Keywords / Skills","Team leader, recruitment, recruiter, talent head, head hunting Function Human Resources","Role","Recruitment - Head/ Mgr Industry � IT/ Computers - Hardware � IT/ Computers - Software � Telecom","Posted On","17th Mar 2015","","","","","","","",""
"","Name","KeyStone Systech Private Limited","Locations","Mumbai City","Experience","0 - 2 years","Keywords / Skills","recruiter, recruitment, HR Function Human Resources","Role","HR Executive / Recruiter Industry � IT/ Computers - Hardware � IT/ Computers - Software � Telecom Salary 1.00 - 1.80 lacs","Posted On","17th Mar 2015","","","","","","","",""
"","Name","KGN IT Solutions Private Limited","Locations","Ahmedabad","Experience","1 - 5 years","Keywords / Skills","PHP, Core PHP, Magento, Joomla, Wordpress theme development Function IT","Role","� Team Leader/ Technical Leader � Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","1st May 2015","","","","","","","",""
"","Name","KGN IT Solutions Private Limited","Locations","Ahmedabad","Experience","2 - 5 years","Keywords / Skills","PHP, Core PHP, Magento, Joomla, Wordpress theme development Function IT","Role","� Team Leader/ Technical Leader � Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","29th Apr 2015","","","","","","","",""
"","Name","KGN IT Solutions Private Limited","Locations","Ahmedabad","Experience","1 - 5 years","Keywords / Skills","HTML, CSS, Dreamweaver, Photoshop, jQuery, W3C, Magento, Joomla, Wordpress theme development Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader � Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","17th Apr 2015","","","","","","","",""
"","Name","KGN IT Solutions Private Limited","Locations","Ahmedabad","Experience","1 - 5 years","Keywords / Skills","HTML, CSS, Dreamweaver, Photoshop, jQuery, W3C, Magento, Joomla, Wordpress theme development Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader � Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","27th Mar 2015","","","","","","","",""
"","Name","KGN IT Solutions Private Limited","Locations","Ahmedabad","Experience","1 - 5 years","Keywords / Skills","HTML, CSS, Dreamweaver, Photoshop, jQuery, W3C, Magento, Joomla, Wordpress theme development Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader � Project Leader/ Project Manager � Graphic Designer/ Animator Industry IT/ Computers - Software","Posted On","18th Mar 2015","","","","","","","",""
"","Name","Kiran Gems Private Limited","Locations","Mumbai, Mumbai City","Nationality","India","Experience","3 - 10 years","Keywords / Skills","Senior Jewellery Manual Plus Coral Designer","Role","Jewellery Designer Industry Gems & Jewellery","Posted On","16th Apr 2015","","","","","",""
"","Name","Kirloskar Brothers Ltd","Locations","Satara","Nationality","India","Experience","8 - 10 years","Keywords / Skills","Manager - Accounts receivable , vendor billing and treasury","Education","M.Com Stream Commerce Function Finance & Accounts","Role","Accounts Manager Industry Engineering, Procurement, Construction","Posted On","25th Apr 2015","Job Ref code","KPML/HRM&C /Karad","",""
"","Name","KKtech Solutions","Locations","Bengaluru / Bangalore","Experience","12 - 15 years","Keywords / Skills",".NET, C#, WPF, WCF, ASP.Net, Web services, SQL server database, Microsoft Azure cloud usage,","Education","B.E/B.Tech, MCA, M.E/M.Tech/MS Function IT","Role","System Analyst/ Tech Architect Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","4th May 2015","","","","","",""
"","Name","KKtech Solutions","Locations","Bengaluru / Bangalore","Experience","3 - 10 years","Keywords / Skills","Java, RESTful services and Spring MVC, JAX-RS, SOAP, Apache Tomcat, logic, JBoss Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","6th Mar 2015","","","","","","","",""
"","Name","KLA - Tencor","Locations","Chennai","Experience","3 - 7 years","Keywords / Skills","C++, VC++, MFC, COM, Design, ""Data Structures"", ""Design Patterns""","Education","B.E/B.Tech, M.E/M.Tech/MS, PG Diploma, Phd Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","17th Apr 2015","Job Ref code","SE1","","","",""
"","Name","KLA - Tencor","Locations","Chennai","Nationality","India","Experience","8 - 13 years","Keywords / Skills","C++, MFC, COM, ""Design Patterns"", ""Data Structures"" , Designs, Algorithms.","Education","B.E/B.Tech, M.E/M.Tech/MS, PG Diploma, Phd Function IT","Role","Software Engineer/ Programmer Industry Semiconductor","Posted On","17th Apr 2015","Job Ref code","SSE","",""
"","Name","KLA - Tencor","Locations","Chennai","Nationality","India","Experience","1 - 3 years","Keywords / Skills","""Image Processing"" OR ""Algorithm Developer"" OR ""Artificial Intelligence"" OR ""Pattern Recognition"" OR ""Computer Vision""","Education","M.E/M.Tech/MS, Phd Function IT","Role","Software Engineer/ Programmer Industry Semiconductor","Posted On","17th Apr 2015","Job Ref code","ADE","",""
"","Name","Klickstart Ventures LLP","Locations","Delhi","Experience","0 - 3 years","Keywords / Skills",".Net, ASP.Net, CMS, CSS, SQL Server, HTML, Photoshop, Microsoft Word, Excel, Outlook etc.","Education","BCA, B.E/B.Tech, MCA Stream � Computers � Computers � Computers Function IT","Role","� Software Engineer/ Programmer � Database Administrator (DBA) � Program Manager � System Administrator Industry Dotcom Salary 2.40 - 4.20 lacs","Posted On","8th Apr 2015","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","7 - 10 years","Keywords / Skills","""Sr. Software Engineer"", ""Software Engineer"", ""Technical Leader"", ""Matlab"", ""Simulink"", ""Stateflow"" Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader � System Analyst/ Tech Architect Industry IT/ Computers - Software","Posted On","5th May 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","9 - 14 years","Keywords / Skills","""Technical Lead"", ""Solution Architect"", ""Embedded Linux"", C++, ""OOAD"", ""UML"" Function IT","Role","� Software Engineer/ Programmer � Other Software/Hardware/EDP - Technical Lead-Solution Architect Industry IT/ Computers - Software","Posted On","5th May 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","4 - 8 years","Keywords / Skills","Training, designing, feedback management, Counselling Function IT","Role","Trainer/ Faculty Industry IT/ Computers - Software","Posted On","29th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","3 - 7 years","Keywords / Skills","""Core Java"", Rhapsody Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","29th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","5 - 15 years","Keywords / Skills","""image processing"", ""imaging"", ""computer vision"", ""computer graphics"", ""signal processing"", ""digital image processing"", ""medical imaging"", ""pattern recognition"", ""digital image processing"", ""digital image""","Education","BCA, B.E/B.Tech, B.Sc, M.Arch, MCA, M.E/M.Tech/MS, M.Sc, PGDM Function IT","Role","Systems Engineer Industry IT/ Computers - Software","Posted On","29th Apr 2015","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Bengaluru / Bangalore","Experience","7 - 10 years","Keywords / Skills","Linux, AIX, Solaris, NGDM, ""HP-UX"", ""Cluster MC ServiceGuard"", ""Unix Scripter Coding Developer"", VMWa, Unix Function IT","Role","Systems Engineer Industry IT/ Computers - Software","Posted On","28th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Bengaluru / Bangalore","Experience","3 - 5 years","Keywords / Skills","""Senior Software Engineer"", ""Software Engineer"", ""ASP.NET"", C#, ""SQL Server"", ""SQL"" Function IT","Role","� Software Engineer/ Programmer � Other Software/Hardware/EDP - Senior Software Engineer Industry IT/ Computers - Software","Posted On","28th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","7 - 10 years","Keywords / Skills","""Senior Technical Leader"", ""Java"", ""J2EE"", Database, Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","27th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","9 - 14 years","Keywords / Skills","""Senior Technical Leader"", ""Embedded Linux"", ""C++"", ""OOAD"", ""UML"" Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader � Other Software/Hardware/EDP - Senior Technical Leader Industry IT/ Computers - Software","Posted On","27th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","5 - 8 years","Keywords / Skills","""Technical Leader"", ""Firmware Development"", ""Embedded C"", ""C++"", ""I2C"", ""Flash"", SPI, ADC, PWM, UART, GPRS modules, VB, C#, DFMEA Function IT","Role","� Software Engineer/ Programmer � Other Software/Hardware/EDP - Embedded C- C++ Industry IT/ Computers - Software","Posted On","27th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","2 - 4 years","Keywords / Skills","""Pro e"", ""Creo"", ""Casting Sheet"", ""plastics domain"", ""Pro E"" Function Manufacturing/ Engineering/ R&D","Role","� Process Manager/ Engineer � Production Manager/ Engineer Industry Plastic/ Rubber","Posted On","27th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Mumbai, Pune","Experience","9 - 15 years","Keywords / Skills","""Webcenter"", ""UCM"", ""ADF"", ""Content management"" Function IT","Role","System Analyst/ Tech Architect Industry IT/ Computers - Software","Posted On","18th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","4 - 13 years","Keywords / Skills","Peoplesoft, ELM, HRMS, integration broker, SQR, application engine, peoplecode, peopletools, component interfaces, XML, core HR, recruiting Function IT","Role","Other Software/Hardware/EDP - Peoplesoft Consultant Industry IT/ Computers - Software","Posted On","14th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","9 - 14 years","Keywords / Skills","Mainframe, DB2, COBOL, ""JCL - IMS"", CICS Function IT","Role","Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","13th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","4 - 7 years","Keywords / Skills","""Development & Debug Tools - Compilers"", ""Development & Debug Tools - Debuggers"", ""Defect Tracking"" Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","8th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Pune","Experience","7 - 10 years","Keywords / Skills","C++, VC++, ""Project Leader"" Function IT","Role","Project Leader/ Project Manager Industry IT/ Computers - Software","Posted On","8th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Bengaluru / Bangalore","Experience","3 - 5 years","Keywords / Skills","""Coding / Develop"", C, ""Embedded C"", Assembly Function IT","Role","Other Software/Hardware/EDP - Senior Test Engineer Industry IT/ Computers - Software","Posted On","7th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Bengaluru / Bangalore","Experience","7 - 10 years","Keywords / Skills","""AUTOSAR Components"", Embedded Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","7th Apr 2015","","","","","","","",""
"","Name","KPIT Technologies Ltd.","Locations","Navi Mumbai","Experience","0 - 1 years","Keywords / Skills","BBA, HR","Education","B.A, B.B.A Function Human Resources","Role","Fresher Industry IT/ Computers - Software Salary 1.50 - 1.80 lacs","Posted On","30th Mar 2015","","","","","",""
"","Name","Kramah Software India Private Limited","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills","java, spring, SOA, CAMEL, integration Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","5th May 2015","","","","","","","",""
"","Name","Kramah Software India Private Limited","Locations","Bengaluru / Bangalore","Nationality","India","Experience","4 - 8 years","Keywords / Skills","OTM, transportation management, functional,","Education","Any graduate Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","2nd May 2015","","","",""
"","Name","Kramah Software India Private Limited","Locations","Bengaluru / Bangalore","Nationality","India","Experience","0 - 1 years","Keywords / Skills","HR, recruitment, recruiter, ""HR Executive"", ""HR recruitment""","Education","Any graduate Function � Human Resources � IT","Role","� Fresher � HR Executive / Recruiter Industry � FMCG � ITES/BPO � IT/ Computers - Hardware � IT/ Computers - Software � KPO/Analytics","Posted On","1st May 2015","","","",""
"","Name","Kramah Software India Private Limited","Locations","Chennai","Experience","4 - 10 years","Keywords / Skills","Endeca, MDEX Engine, ""Endeca query"", ""dynamic ranking"", ""EQL"", ""performance tuning"" Function IT","Role","Trainer/ Faculty Industry IT/ Computers - Software","Posted On","14th Apr 2015","","","","","","","",""
"","Name","Kramah Software India Private Limited","Locations","Chennai","Experience","4 - 8 years","Keywords / Skills","Sharepoint, share point, ""share point"", ""sharepoint trainers"", ""sharepoint training"" Function IT","Role","Trainer/ Faculty Industry IT/ Computers - Software","Posted On","14th Apr 2015","","","","","","","",""
"","Name","Krish Infrastructure Private Limited","Locations","Gurgaon","Nationality","India","Experience","6 - 9 years","Keywords / Skills","tally, finance, VAT, TDS","Education","MBA, M.Com Stream Finance Function Finance & Accounts","Role","� Accountant � Finance Assistant � Financial/ Business Analyst Industry Any","Posted On","21st Mar 2015","","","",""
